id,question,syntax_depth
2284,Câu nào sau đây không chứa thành phần cảm thán,3
2285,Thành phần cảm thán được sử dụng làm gì,3
2286,Câu văn nào dưới đây không chứa thành phần cảm thán,4
2287,Th ành phần biệt lập là gì,3
2288,Điền vào chỗ  để hoàn chỉnh câu sau Thành phần  được dùng để bộc lộ tâm lí người nói vui buồn mừng giận,7
2289,Tác dụng của thành phần tình thái,3
2290,Thành phần cẩm thán được sử dụng làm gì,4
2291,Từ có lẽ trong câu những hành trang ấy có lẽ sự chuẩn bị về con người là quan trọng nhất là thành phần gì,5
2292,Câu văn nào dưới đây không chứa thành phần cảm thán,4
2293,Câu thơ Bác đã đi rồi sao Bác ơi Tố Hữu bộc lộ tâm trạng gì của người nói,5
2294,Thành phần tình thái trong đoạn thơ sau có ý nghĩa gì Bỗng nhận ra hương ổi Phả vào trong gió se Sương chùng chình qua ngõ Hình như thu đã về Sang thu  Hữu Thỉnh SGK Ngữ văn 9 tập 2,8
2295,Trong những từ dưới đây từ ngữ có độ tin cậy cao nhất,5
2296,Nghị luận về một sự việc hiện tượng đời sống được hiểu là,5
2297,Trong các đề văn sau đề nào không thuộc bài văn nghị luận về hiện tượng đời sống,5
2298,Yêu cầu về mặt nội dung khi viết văn nghị luận về một hiện tượng đời sống,6
2299,Trong các đề văn sau đề nào thuộc bài văn nghị luận về hiện tượng đời sống,4
2300,Trong các đề bài sau đề nào không thuộc về đề nghị luận về một sự việc hiện tượng đời sống,6
2301,Nghị luận về một sự việc hiện tượng đời sống là gì,5
2302,Yêu cầu về mặt nội dung khi viết văn nghị luận về một hiện tượng đời sống,6
2303,Trong các đề bài sau đề nào thuộc đề bài nghị luận về một sự việc hiện tượng đời sống,4
2305,Đọc đoạn văn sau và trả lời câu hỏi Do sự phát triển kinh tế xã hội công nghệ thông tin kết hợp với sự xâm nhập tràn lan của các nền văn hóa ngoại lai khiến cho nhận thức của học sinh về ngôn ngữ giao tiếp văn hóa và đạo đức trở nên lệch lạc và gây ra các hành vi giao tiếp thiếu chuẩn mực thiếu trong sáng lễ độ Do lối sống đua đòi thực dụng dễ dãi của một số bạn trẻ dẫn đến sự suy thoái nhân cách và đạo đức từ đó ảnh hưởng đến thế hệ học sinh trong trường học Từ một vài cá nhân nói tục chửi thề trở thành một hiện tượng tràn lan và ngày càng ảnh hưởng sâu sắc trong lứa tuổi học sinh Đoạn văn trên nghị luận về hiện tượng gì,16
2306,Đọc đoạn văn sau và trả lời câu hỏi Do sự phát triển kinh tế xã hội công nghệ thông tin kết hợp với sự xâm nhập tràn lan của các nền văn hóa ngoại lai khiến cho nhận thức của học sinh về ngôn ngữ giao tiếp văn hóa và đạo đức trở nên lệch lạc và gây ra các hành vi giao tiếp thiếu chuẩn mực thiếu trong sáng lễ độ Do lối sống đua đòi thực dụng dễ dãi của một số bạn trẻ dẫn đến sự suy thoái nhân cách và đạo đức từ đó ảnh hưởng đến thế hệ học sinh trong trường học Từ một vài cá nhân nói tục chửi thề trở thành một hiện tượng tràn lan và ngày càng ảnh hưởng sâu sắc trong lứa tuổi học sinh Đoạn văn trên được trình bày theo hình thức nào,20
2307,Đọc đoạn văn sau và trả lời câu hỏi Do sự phát triển kinh tế xã hội công nghệ thông tin kết hợp với sự xâm nhập tràn lan của các nền văn hóa ngoại lai khiến cho nhận thức của học sinh về ngôn ngữ giao tiếp văn hóa và đạo đức trở nên lệch lạc và gây ra các hành vi giao tiếp thiếu chuẩn mực thiếu trong sáng lễ độ Do lối sống đua đòi thực dụng dễ dãi của một số bạn trẻ dẫn đến sự suy thoái nhân cách và đạo đức từ đó ảnh hưởng đến thế hệ học sinh trong trường học Từ một vài cá nhân nói tục chửi thề trở thành một hiện tượng tràn lan và ngày càng ảnh hưởng sâu sắc trong lứa tuổi học sinh Đoạn văn trên nói về nội dung gì,16
2308,Đọc đoạn văn sau và trả lời câu hỏi Do sự phát triển kinh tế xã hội công nghệ thông tin kết hợp với sự xâm nhập tràn lan của các nền văn hóa ngoại lai khiến cho nhận thức của học sinh về ngôn ngữ giao tiếp văn hóa và đạo đức trở nên lệch lạc và gây ra các hành vi giao tiếp thiếu chuẩn mực thiếu trong sáng lễ độ Do lối sống đua đòi thực dụng dễ dãi của một số bạn trẻ dẫn đến sự suy thoái nhân cách và đạo đức từ đó ảnh hưởng đến thế hệ học sinh trong trường học Từ một vài cá nhân nói tục chửi thề trở thành một hiện tượng tràn lan và ngày càng ảnh hưởng sâu sắc trong lứa tuổi học sinh Trong câu văn cuối có vai trò gì,16
2309,Nghị luận về một sự việc hiện tượng đời sống là gì,5
2310,Yêu cầu về mặt nội dung khi viết văn nghị luận về một hiện tượng đời sống,6
2311,Trong bài văn nghị luận về 1 sự việc hiện tượng đời sống nội dung giới thiệu sự việc hiện tượng có vấn đề nằm ở phần nào của bài văn,9
2312,Trong các đề bài sau đề nào không thuộc về đề nghị luận về một sự việc hiện tượng đời sống,6
2313,Đề bài Trò chơi điện tử là món tiêu khiển hấp dẫn Nhiều bạn vì mải chơi mà sao nhãng học tập và còn phạm những sai lầm khác Hãy nêu ý kiến của em về hiện tượng đó có phải là đề nghị luận về một hiện tượng đời sống không,8
2314,Để làm tốt bài nghị luận về một vấn đề tư tưởng đạo lí cần vận dụng các phép lập luận nào,5
2315,Một bài nghị luận về một vấn đề tư tưởng đạo lí gồm mấy phần,5
2316,Một bài nghị luận về một vấn đề tư tưởng đạo lí gồm mấy phần,5
2317,Phần mở bài của bài nghị luận về một vấn đề tư tưởng đạo lí cần có nội dung nào sau đây,7
2318,Yêu cầu của bài làm Cách làm bài nghị luận về một vấn đề tư tưởng đạo lí là gì,8
2319,Dòng nào sau đây không phải là yêu cầu chính của bài nghị luận xã hội,4
2320,Trong các đề bài sau đề nào là đề nghị luận về một tư tưởng đạo lí,4
2321,Kiểu bài nghị luận về một tư tưởng đạo lí thường đặt ra trực tiếp qua,4
2322,Đâu là nhiệm vụ của mở bài trong văn nghị luận về một vấn đề tư tưởng đạo lí là gì,7
2323,Đâu là nhiệm vụ của kết bài trong văn nghị luận về một vấn đề tư tưởng đạo lí là gì,4
2324,Đâu là nhiệm vụ của mở bài trong văn nghị luận về một vấn đề tư tưởng đạo lí là gì,7
2325,Muốn làm tốt bài nghị luận về một vấn đề tư tưởng đạo lí ngoài các yêu cầu chung đối với mọi bài văn cần chú ý vận dụng các phép lập luận giải thích chứng minh phân tích tổng hợp Đúng hay sai,14
2326,Phần nào sau đây không thuộc phần thân bài của bài văn nghị luận về một vấn đề tư tưởng đạo lí,5
2327,Cho đề bài sau Bersot từng nói Trong vũ trụ có lắm kì quan nhưng kì quan đẹp nhất là trái tim người mẹ Ý kiến của anh chị về câu nói trênTrong phần mở bài ta sẽ giới thiệu về vấn đề gì,7
2328,Trong các đề bài sau đề nào không thuộc bài nghị luận về một vấn đề tư tưởng đạo lí,5
2329,Một bài Nghị luận về một sự việc hiện tượng đời sống gồm mấy phần,5
2330,Phần mở bài của bài Nghị luận về một sự việc hiện tượng đời sống không có nội dung nào sau đây,7
2331,Yêu cầu của bài làm Cách làm bài nghị luận về một sự việc hiện tượng đời sống là gì,8
2332,D òng n ào sau đây không phải yêu cầu chính của nghị luận xã hội,4
2333,Trong các đề bài sau đề nào không thuộc đề nghị luận về một sự việc hiện tượng đời sống,6
2334,Phần nào sau đây không thuộc phần thân bài của bài văn Nghị luận về một sự việc hiện tượng đời sống,5
2335,Cho đề bài sau Suy nghĩ của anh chị về hiện tượng nhiều bạn trẻ hiện nay thích thể hiện bản thân khẳng định cái tôi của mình bằng cách chụp ảnh tự sướng để tung lên mạng xã hộiTrong phần mở bài ta sẽ giới thiệu về vấn đề gì,8
2336,Trong các vấn đề sau vấn đề nào chưa phù hợp để viết bài Nghị luận về một sự việc hiện tượng đời sống,5
2337,Luận điểm 1 của bài Bàn về đọc sách nằm ở câu nào trong đoạn đầu,5
2338,Loại sách thường thức cần cho ai,3
2339,Câu văn nào sau đây nêu ý chủ đạo của đoạn văn,5
2340,Văn bản Tiếng nói của văn nghệ sử dụng phương thức biểu đạt giống văn bản nào,6
2341,Đề bài Trò chơi điện tử là món tiêu khiển hấp dẫn Nhiều bạn vì mải chơi mà sao nhãng học tập và còn phạm những sai lầm khác Hãy nêu ý kiến của em về hiện tượng đó có phải là đề nghị luận về một hiện tượng đời sống không,8
2342,Bài thơ Con cò được viết vào năm nào,3
2343,Bài thơ của tác giả nào,3
2344,Tác giả của văn bản Chó sói và cừu trong thơ ngụ ngôn của La Phông  ten là,5
2345,Văn bản trên thuộc nền văn học của quốc gia nào,4
2346,Văn bản Chó sói và cừu trong thơ ngụ ngôn của La Phôngten thuộc loại nào,5
2347,Bài thơ mùa xuân nho nhỏ được sáng tác trong giai đoạn nào,3
2348,Mùa xuân nho nhỏ được viết giống thể thơ của tác phẩm nào,6
2349,Bài thơ Viếng lăng Bác nằm trong tập thơ nào của tác giả Viễn Phương,5
2350,Bài thơ Viếng lăng Bác được sáng tác vào năm nào,5
2351,Câu nào là câu chủ đề của đoạn văn sau đây 1 Trong những hành trang ấy có lẽ sự chuẩn bị bản thân con người là quan trọng nhất 2 Từ cổ chí kim bao giờ con người cũng là động lực để phát triển của lịch sử 3 Trong thế kỉ tới mà ai ai cũng thừa nhận rằng nền kinh tế tri thức sẽ phát triển mạnh mẽ thì vai trò con người lại càng nổi trội,4
2352,Đoạn văn trên trình bày theo phép lập luận nào,3
2353,Hành trang có nghĩa là gì,3
2354,Trong những so sánh so sánh nào không nằm trong những văn bản trên,3
2355,Dòng nào sau đây không phải là nhiệm vụ cấp bách đặt ra cho đất nước được nêu trong văn bản trên,5
2356,Theo tác giả hành trang quan trọng nhất cẩn chuẩn bị khi bước sang thế kỉ mới là gì,6
2357,Tác giả của văn bản Chuẩn bị hành trang vào thế kỉ mới là ai,5
2358,Phương thức biểu đạt chính của văn bản là,3
2359,Văn bản được viết vào thời gian nào,3
2360,Thành ngữ Nước đến chân mới nhảy được hiểu là,4
